# label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,mass
1,-0.346368223428726,0.416305780410767,0.999235987663269,0.475341707468033,0.427492916584015,-0.005983562208712,1.98983252048492,0.34452959895134,1.5662966966629,0.754260718822479,2.26985216140747,-1.30098402500153,-1.19942033290863,-1.16191470623016,3.35704302787781,0.460796236991882,-0.40411838889122,-0.815440118312836,4.10528230667114,0.267826050519943,0.378718256950378,1.74312329292297,3.40636658668518,4.35053682327271,-0.35257077217102,1.13003170490265,2.22770643234253,1000
1,1.70823550224304,-0.319393754005432,-1.24187278747559,-0.8872309923172,-0.871905744075775,-0.005983562208712,-0.001046968740411,-1.03822493553162,0.655748426914215,0.754260718822479,0.459217190742493,-0.695639550685883,0.359855830669403,-1.16191470623016,-0.502048015594482,0.505149364471436,-1.50044071674347,1.22633111476898,-1.17814135551453,-0.877360999584198,-1.48376882076263,-0.573682487010956,-1.69378089904785,-0.545061826705933,-0.299118131399155,-0.662941932678223,-0.193019315600395,750
0,-0.360693424940109,1.79417443275452,0.264738112688065,-0.472272545099258,-0.292343765497208,-1.05422079563141,-1.15049481391907,1.42340433597565,1.27009797096252,0.754260718822479,-1.03123939037323,1.91246461868286,-1.32141709327698,-1.16191470623016,-0.406756907701492,1.34649705886841,-0.298099219799042,1.22633111476898,-1.19951105117798,0.539020121097565,-1.5906286239624,-0.573682487010956,-0.543636202812195,-0.937456011772156,-0.300343543291092,-0.523261964321137,-1.5063042640686,750
1,-0.377913862466812,-0.103932470083237,-0.649433970451355,-2.12501525878906,-1.64379739761353,-0.005983562208712,1.01111209392548,-1.04033958911896,-0.541991174221039,0.754260718822479,1.14226198196411,0.551081478595734,1.01673090457916,0.860648632049561,0.454004913568497,0.624624490737915,1.43907189369202,-0.815440118312836,0.463763207197189,-0.006582726258785,1.0891215801239,-0.573682487010956,-0.276348114013672,-0.409272253513336,-0.349925756454468,-0.307123064994812,0.52969765663147,1250
0,-0.067436143755913,-0.636761784553528,-0.620165765285492,-0.062550656497479,1.58871471881866,-0.005983562208712,-0.595304429531097,-1.23898732662201,0.336844027042389,-1.32580137252808,-0.181512340903282,-1.3293741941452,0.87908673286438,0.860648632049561,-0.143563598394394,-1.29393529891968,-1.22280049324036,-0.815440118312836,-0.552837371826172,-1.41849398612976,-0.562982141971588,1.74312329292297,0.881802380084991,0.002515836851671,1.56094992160797,-0.150760233402252,-1.02388918399811,750
1,0.24200214445591,1.724236369133,-0.686818778514862,-0.192709073424339,-0.598296403884888,1.57462549209595,-0.489035308361053,0.754482686519623,1.45271050930023,0.754260718822479,-0.092218860983849,1.00406634807587,-0.410936117172241,0.860648632049561,0.612706542015076,0.584416151046753,0.950974762439728,-0.815440118312836,0.671459794044495,1.74637055397034,1.36354398727417,-0.573682487010956,-0.091785132884979,-0.431786179542542,-0.251726865768433,-1.23634123802185,-0.561714768409729,499.999969482422
0,2.20476531982422,0.28362050652504,-0.22257724404335,-2.7172634601593,0.996590077877045,-0.005983562208712,0.847561657428741,0.720876395702362,1.35005056858063,0.754260718822479,-0.786010682582855,0.172722071409225,-0.647371470928192,0.860648632049561,-0.124309577047825,0.534116446971893,-1.60397613048553,-0.815440118312836,-0.429806977510452,0.951588928699493,1.08360767364502,-0.573682487010956,-0.447941333055496,-0.422442227602005,-0.344531804323196,1.49298346042633,0.035637099295855,1500
0,0.520679116249085,0.79020893573761,-0.221518009901047,-0.042418859899044,-0.52567332983017,-0.005983562208712,-0.033880136907101,-0.432197481393814,1.47176277637482,0.754260718822479,0.505265414714813,0.197463929653168,-1.72255635261536,-1.16191470623016,1.1480917930603,-0.140741348266602,-0.314552366733551,1.22633111476898,0.828339874744415,0.164928033947945,0.095289885997772,-0.573682487010956,-0.285456240177155,-0.498161137104034,-0.329520642757416,-0.081876009702683,0.011045902036131,1500
0,-0.421297967433929,-0.96582967042923,-1.49921596050262,-0.027410434558988,-0.752211630344391,-1.05422079563141,-0.470333009958267,-0.217521578073502,-1.55587685108185,0.754260718822479,-0.028164751827717,-0.071177765727043,0.469833374023438,-1.16191470623016,-1.06182217597961,-1.19533026218414,0.522692084312439,1.22633111476898,-1.03983223438263,-0.062076162546873,-0.104685790836811,-0.573682487010956,-0.920586407184601,-1.227982878685,-0.349146217107773,-0.257145285606384,-0.88417512178421,750
0,0.2706538438797,2.01913571357727,0.392618983983994,-0.743603110313416,1.4230340719223,0.850488483905792,-0.216668859124184,-1.56216013431549,-0.854683756828308,-1.32580137252808,-0.473180890083313,0.940025806427002,0.813360452651978,-1.16191470623016,0.244491815567017,1.31607758998871,1.32865428924561,1.22633111476898,0.862837374210358,1.05089569091797,-0.582082390785217,1.74312329292297,0.671386003494263,-0.298872828483582,-0.11339332908392,-0.535882771015167,0.88610565662384,1500
